ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,toa,mh_snomed,attends
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,1,1,1,87
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,1,11,0,20835
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,1,15,0,28706
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,5,19,0,17
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,1,10,1,331
E54000062,NHS Black Country Integrated Care Board,2019/20,3,7,0,576
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,5,9,0,17
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,1,7,1,42
E54000037,NHS Devon Integrated Care Board,2021/22,1,5,1,110
E54000029,NHS North East London Integrated Care Board,2022/23,1,8,1,162
E54000034,NHS Frimley Integrated Care Board,2021/22,4,14,0,317
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,16,1,194
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,10,0,16169
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,1,2,0,1614
E54000030,NHS South East London Integrated Care Board,2021/22,3,20,1,58
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,5,13,0,3
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,3,10,1,19
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,3,20,1,1
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,3,10,1,19
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,4,8,1,10
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,4,11,0,12
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,4,8,1,4
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,5,0,0,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,4,9,1,1
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,3,1,1,4
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,3,3,1,1
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,5,23,0,1
E54000034,NHS Frimley Integrated Care Board,2023/24,5,5,1,1
E54000034,NHS Frimley Integrated Care Board,2023/24,4,14,1,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,3,0,1,2
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,1,17,0,10131
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,1,19,0,5666
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,1,1,8
E54000029,NHS North East London Integrated Care Board,2022/23,5,8,0,2422
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,1,23,1,109
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,5,12,0,37
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,5,8,0,6
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,3,0,0,128
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,1,21,0,7426
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,4,18,0,3
E54000031,NHS South West London Integrated Care Board,2019/20,4,11,0,2754
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,4,13,0,1638
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,1,19,0,9454
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,1,14,1,194
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,1,5,0,1575
E54000037,NHS Devon Integrated Care Board,2023/24,1,15,0,17103
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,1,21,1,395
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,23,1,206
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,3,7,0,70
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,15,1,31
E54000028,NHS North Central London Integrated Care Board,2019/20,3,17,1,40
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,22,0,22246
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,1,19,1,260
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,1,1,1,56
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,1,14,1,474
E54000028,NHS North Central London Integrated Care Board,2020/21,5,12,0,20
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,3,10,1,85
E54000029,NHS North East London Integrated Care Board,2021/22,5,3,0,101
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,6,1,57
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,3,15,1,14
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,3,5,1,6
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,3,9,0,7613
E54000037,NHS Devon Integrated Care Board,2022/23,1,16,1,213
E54000030,NHS South East London Integrated Care Board,2019/20,1,3,1,141
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,3,11,0,6487
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,1,1,1,180
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,14,0,1655
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,1,18,1,209
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,4,19,0,18
E54000034,NHS Frimley Integrated Care Board,2023/24,3,20,0,166
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,3,9,0,4778
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,4,9,0,1694
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,3,20,0,2009
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,4,16,0,1340
E54000062,NHS Black Country Integrated Care Board,2019/20,1,20,1,281
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,1,16,1,1006
E54000030,NHS South East London Integrated Care Board,2020/21,3,15,1,30
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,22,0,26893
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,1,14,0,57596
E54000028,NHS North Central London Integrated Care Board,2023/24,1,10,0,23622
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,1,3,1,77
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,1,6,0,12803
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,0,0,13902
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,1,9,1,52
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,3,1,129
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,3,9,0,10875
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,3,23,1,4
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,1,5,1,116
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,15,0,6688
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,5,11,0,6907
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,3,20,0,974
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,3,8,0,9463
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,1,9,1,263
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,1,17,0,31207
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,3,19,1,62
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,18,0,37540
E54000062,NHS Black Country Integrated Care Board,2020/21,4,10,0,6
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,3,23,1,10
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,3,18,1,33
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,3,10,1,1
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,1,3,0,5380
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,3,14,1,7
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,15,0,10480
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,1,0,16298
E54000031,NHS South West London Integrated Care Board,2020/21,1,5,0,4408
E54000062,NHS Black Country Integrated Care Board,2020/21,1,12,0,20758
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,3,11,1,6
E54000029,NHS North East London Integrated Care Board,2019/20,3,0,1,37
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,1,2,1,114
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,3,13,0,13157
E54000037,NHS Devon Integrated Care Board,2022/23,5,17,0,6
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,5,19,1,1
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2023/24,5,16,0,5
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,3,18,1,14
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,3,23,1,1
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,4,10,0,12
E54000031,NHS South West London Integrated Care Board,2023/24,5,15,1,3
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,3,0,1,6
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,21,1,1
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,5,23,0,1
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,5,15,0,10
E54000041,NHS Dorset Integrated Care Board,2020/21,4,10,0,4
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,3,4,1,2
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,3,2,1,2
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,3,2,1,3
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,3,3,1,3
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,3,6,1,1
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,5,16,0,2
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,3,22,1,2
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,4,0,0,1
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,5,15,0,1
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,5,14,0,1
E54000064,NHS Sussex Integrated Care Board,2020/21,3,19,0,4976
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,3,8,0,6221
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,4,11,0,80
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,1,23,1,159
E54000027,NHS North West London Integrated Care Board,2020/21,1,17,0,24246
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,1,2,0,3640
E54000034,NHS Frimley Integrated Care Board,2022/23,1,20,0,11082
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,1,8,0,15006
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,3,23,0,2709
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,5,10,0,1
E54000030,NHS South East London Integrated Care Board,2023/24,1,18,0,20393
E54000029,NHS North East London Integrated Care Board,2023/24,1,6,1,81
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,1,9,1,228
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,1,8,0,8502
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,3,20,1,5
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,3,0,6842
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,9,0,46420
E54000037,NHS Devon Integrated Care Board,2019/20,3,17,0,3368
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,1,19,0,31360
E54000027,NHS North West London Integrated Care Board,2021/22,3,8,1,36
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,1,8,0,9217
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,4,0,3080
E54000030,NHS South East London Integrated Care Board,2023/24,3,12,1,83
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,1,18,1,302
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,3,18,0,6794
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2023/24,3,8,0,8821
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,5,13,0,6
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,1,18,1,242
E54000034,NHS Frimley Integrated Care Board,2019/20,1,6,0,2683
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,3,11,0,8224
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,1,8,0,10545
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,1,13,1,374
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,1,19,1,182
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,3,10,0,3278
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,1,13,0,11223
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,18,1,326
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,1,5,1,35
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,20,0,4958
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,3,13,1,89
E54000029,NHS North East London Integrated Care Board,2021/22,3,20,1,57
E54000034,NHS Frimley Integrated Care Board,2019/20,1,9,0,10459
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,3,5,1,8
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,1,1,0,8490
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,1,12,0,28051
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,5,23,0,283
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,4,11,0,57
E54000062,NHS Black Country Integrated Care Board,2020/21,1,16,0,18786
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,3,19,1,22
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,4,15,0,27
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,1,0,1,103
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,5,9,0,12
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,5,8,0,39
E54000027,NHS North West London Integrated Care Board,2021/22,3,10,0,18576
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,3,10,0,2183
E54000027,NHS North West London Integrated Care Board,2021/22,5,19,1,1
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,1,5,0,3718
E54000027,NHS North West London Integrated Care Board,2023/24,5,8,0,1850
E54000064,NHS Sussex Integrated Care Board,2019/20,1,16,0,26917
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,3,19,1,14
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,1,17,0,23980
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,1,0,0,7614
E54000028,NHS North Central London Integrated Care Board,2023/24,5,10,0,216
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,3,20,0,5642
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,1,7,0,4180
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,1,15,1,880
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,1,13,1,239
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,16,1,321
E54000029,NHS North East London Integrated Care Board,2019/20,3,3,0,866
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,3,18,0,7500
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,4,12,1,10
E54000062,NHS Black Country Integrated Care Board,2020/21,5,4,0,1
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,1,9,1,91
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,3,23,0,139
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,3,8,0,14468
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,1,6,0,2146
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,3,9,0,7924
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,1,17,1,439
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,1,14,0,18200
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,3,2,0,10
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,12,0,7232
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,0,1,110
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,1,10,1,209
E54000031,NHS South West London Integrated Care Board,2021/22,1,22,0,16071
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,1,19,0,24696
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,4,14,0,3116
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,5,7,0,94
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,21,1,468
E54000027,NHS North West London Integrated Care Board,2021/22,1,4,1,237
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,3,13,1,14
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,4,12,0,5
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,3,4,1,2
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,5,17,1,3
E54000038,NHS Somerset Integrated Care Board,2019/20,4,18,0,8
E54000031,NHS South West London Integrated Care Board,2019/20,4,15,1,6
E54000027,NHS North West London Integrated Care Board,2021/22,5,7,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,4,18,1,2
E54000031,NHS South West London Integrated Care Board,2020/21,3,0,1,1
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,4,13,1,1
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,5,19,0,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,5,12,0,1
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,3,9,1,1
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,4,23,0,1
E54000064,NHS Sussex Integrated Care Board,2023/24,3,4,1,27
E54000034,NHS Frimley Integrated Care Board,2022/23,1,5,0,2646
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,3,2,0,859
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,13,1,179
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,3,10,1,99
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,1,4,1,165
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,1,19,0,24239
E54000034,NHS Frimley Integrated Care Board,2021/22,1,22,0,8355
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,3,13,0,2429
E54000034,NHS Frimley Integrated Care Board,2019/20,3,1,0,22
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,4,18,0,13
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,3,15,0,6202
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,1,7,1,73
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,5,12,0,874
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,3,19,1,4
E54000028,NHS North Central London Integrated Care Board,2019/20,3,11,0,16639
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,1,15,0,24644
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,3,12,1,86
E54000041,NHS Dorset Integrated Care Board,2021/22,4,18,0,14
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,1,0,0,13904
E54000062,NHS Black Country Integrated Care Board,2019/20,1,7,0,6930
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,4,14,0,2334
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,17,1,113
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,4,20,0,4
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,5,10,0,8
E54000038,NHS Somerset Integrated Care Board,2020/21,1,10,1,46
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,3,18,0,564
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,4,14,0,2
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,1,23,1,49
E54000027,NHS North West London Integrated Care Board,2020/21,1,1,1,240
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,3,12,1,4
E54000027,NHS North West London Integrated Care Board,2023/24,3,13,1,75
E54000062,NHS Black Country Integrated Care Board,2019/20,4,15,0,1957
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,5,10,0,23
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,3,11,0,5622
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,5,16,0,26
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,1,9,0,8337
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,5,12,0,1
E54000029,NHS North East London Integrated Care Board,2021/22,4,17,0,54
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,3,17,1,37
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,1,19,1,222
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,3,20,1,9
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,4,7,0,1
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,1,10,1,285
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,1,15,0,34544
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,1,15,0,56084
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,1,7,0,9542
E54000031,NHS South West London Integrated Care Board,2019/20,1,18,1,220
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,3,18,1,23
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,19,0,7226
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,3,1,1,4
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,1,2,0,1629
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,5,14,0,25
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,1,1,1,99
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,5,10,0,33
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,4,12,1,4
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,4,9,0,26
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,1,11,0,10222
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,5,18,0,2
E54000034,NHS Frimley Integrated Care Board,2021/22,5,16,1,9
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,1,4,1,91
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,3,21,0,56
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,1,6,0,3236
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,1,21,1,191
E54000030,NHS South East London Integrated Care Board,2020/21,1,17,0,24984
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,1,1,0,8669
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,7,1,5
E54000062,NHS Black Country Integrated Care Board,2021/22,1,10,1,296
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,3,15,0,3634
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,1,10,0,22348
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,3,18,0,2263
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,3,19,0,6410
E54000029,NHS North East London Integrated Care Board,2021/22,3,19,1,40
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,1,5,1,128
E54000038,NHS Somerset Integrated Care Board,2022/23,1,15,0,9113
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,1,14,1,471
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,3,13,0,1802
E54000030,NHS South East London Integrated Care Board,2019/20,1,8,0,17014
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,4,20,0,8
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,1,9,0,16511
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,4,11,0,13
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,3,11,1,4
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,3,3,0,5
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,12,1,18
E54000041,NHS Dorset Integrated Care Board,2021/22,3,3,0,6
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,5,0,0,1
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,4,13,0,11
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,3,22,1,2
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,3,8,1,7
E54000030,NHS South East London Integrated Care Board,2019/20,4,18,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,5,9,1,2
E54000028,NHS North Central London Integrated Care Board,2020/21,3,3,1,5
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,4,1,1
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,3,10,1,3
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,5,21,0,7
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,5,14,1,2
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,3,2,1,2
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,3,14,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,4,6,0,1
E54000034,NHS Frimley Integrated Care Board,2019/20,4,13,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,8,1,1
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2023/24,4,19,0,1
E54000029,NHS North East London Integrated Care Board,2020/21,3,13,1,80
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,3,15,1,2
E54000027,NHS North West London Integrated Care Board,2020/21,3,9,1,29
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,4,17,0,1899
E54000027,NHS North West London Integrated Care Board,2020/21,1,0,0,10661
E54000041,NHS Dorset Integrated Care Board,2021/22,1,8,0,7620
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,5,16,0,2
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,3,16,0,4504
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,1,22,1,288
