age_group,ICB22CD,ICB22NM,SICBL22CD,SICBL22NM,IMD_Decile,rural_urban,gender,mh_symptom,mhsds_flag,Der_Financial_Year,MDS_Primary_Split,calls,cost
0-19,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,5,Urban,female,0,0,2021/22,Recommended to Attend Other Service,58,1056
60-74,E54000057,NHS Greater Manchester Integrated Care Board,E38000135,NHS Greater Manchester ICB - 00Y,2,Urban,male,0,1,2019/20,NULL,17,228
60-74,E54000054,NHS West Yorkshire Integrated Care Board,E38000254,NHS West Yorkshire ICB - X2C4Y,NULL,Urban,male,0,0,2020/21,5.26 (Other Service),306,3672
35-59,E54000059,NHS Northamptonshire Integrated Care Board,E38000262,NHS Northamptonshire ICB - 78H,4,Urban,male,1,1,2021/22,Recommended to Attend Primary and Community Care,14,288
35-59,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000221,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,6,Urban,male,1,1,2019/20,NULL,1,12
20-34,E54000043,NHS Gloucestershire Integrated Care Board,E38000062,NHS Gloucestershire ICB - 11M,4,Rural,female,0,1,2019/20,Recommended to Attend Primary and Community Care,17,288
60-74,E54000031,NHS South West London Integrated Care Board,E38000245,NHS South West London ICB - 36L,5,Urban,female,0,1,2020/21,Not Recommended to Attend Other Service,115,2064
60-74,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,8,Urban,male,0,0,2021/22,Recommended to Attend A&E,69,1140
0-19,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,9,Rural,female,0,1,2021/22,NULL,13,276
20-34,E54000043,NHS Gloucestershire Integrated Care Board,E38000062,NHS Gloucestershire ICB - 11M,10,Rural,female,0,1,2019/20,Recommended to Attend Primary and Community Care,49,1008
0-19,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,1,Urban,male,0,1,2019/20,5.27b (Home Care),1,24
75+,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000204,NHS Suffolk and North East Essex ICB - 07K,8,Rural,female,0,1,2021/22,Recommended to Attend A&E,5,72
35-59,E54000062,NHS Black Country Integrated Care Board,E38000259,NHS Black Country ICB - D2P2L,1,Urban,male,1,0,2020/21,Not Recommended to Attend Other Service,3,60
35-59,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000204,NHS Suffolk and North East Essex ICB - 07K,5,Rural,male,0,0,2019/20,Recommended to Attend Other Service,9,192
60-74,E54000059,NHS Northamptonshire Integrated Care Board,E38000262,NHS Northamptonshire ICB - 78H,5,Urban,female,0,1,2019/20,Recommended to Attend A&E,18,300
0-19,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,9,Rural,male,0,1,2019/20,NULL,4,48
60-74,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,NULL,Urban,male,1,1,2021/22,5.23 (Ambulance),1,12
20-34,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,NULL,Rural,female,1,1,2021/22,Recommended to Attend Primary and Community Care,19,228
60-74,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000228,NHS Lancashire and South Cumbria ICB - 01K,7,Urban,female,0,1,2021/22,NULL,2,36
35-59,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,7,Rural,male,1,0,2020/21,Recommended to Attend Primary and Community Care,1,24
35-59,E54000043,NHS Gloucestershire Integrated Care Board,E38000062,NHS Gloucestershire ICB - 11M,5,Urban,male,0,1,2020/21,5.23 (Ambulance),87,1380
35-59,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,2,Urban,male,0,0,2021/22,Recommended to Attend A&E,78,1476
35-59,E54000026,NHS Mid and South Essex Integrated Care Board,E38000007,NHS Mid and South Essex ICB - 99E,3,Urban,female,1,1,2020/21,Not Recommended to Attend Other Service,2,24
60-74,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000200,NHS Lancashire and South Cumbria ICB - 02G,7,Urban,male,0,0,2019/20,Recommended to Attend Other Service,2,24
60-74,E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,E38000249,NHS Bedfordshire Luton and Milton Keynes ICB - M1J4Y,2,Urban,male,0,0,2019/20,Recommended to Attend Primary and Community Care,475,9432
75+,E54000028,NHS North Central London Integrated Care Board,E38000240,NHS North Central London ICB - 93C,8,Urban,male,0,0,2020/21,5.27b (Home Care),4,60
20-34,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000212,NHS North East and North Cumbria ICB - 13T,6,Urban,female,0,1,2021/22,Recommended to Attend A&E,10,168
20-34,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000247,NHS North East and North Cumbria ICB - 16C,1,Rural,male,0,1,2021/22,NULL,1,24
20-34,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000097,NHS Leicester Leicestershire and Rutland ICB - 04C,7,Urban,male,0,1,2020/21,NULL,1,12
35-59,E54000022,NHS Norfolk and Waveney Integrated Care Board,E38000239,NHS Norfolk and Waveney ICB - 26A,NULL,Urban,male,1,0,2019/20,Recommended to Attend Primary and Community Care,24,288
60-74,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000241,NHS Humber and North Yorkshire ICB - 42D,5,Rural,female,0,1,2019/20,Recommended to Attend Other Service,4,60
60-74,E54000031,NHS South West London Integrated Care Board,E38000245,NHS South West London ICB - 36L,1,Urban,female,0,0,2021/22,5.26 (Other Service),5,96
0-19,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000215,NHS North East and North Cumbria ICB - 01H,7,Rural,male,0,0,2021/22,Ambulance Dispatches,3,48
60-74,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000194,NHS Cheshire and Merseyside ICB - 02E,7,Rural,female,0,0,2020/21,Ambulance Dispatches,7,132
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,8,Rural,female,0,1,2019/20,5.27b (Home Care),1,12
0-19,E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,E38000249,NHS Bedfordshire Luton and Milton Keynes ICB - M1J4Y,10,Urban,male,1,0,2019/20,Recommended to Attend Primary and Community Care,1,24
60-74,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,4,Urban,female,1,1,2020/21,Recommended to Attend A&E,2,48
20-34,E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,E38000231,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,8,Rural,male,1,0,2019/20,Recommended to Attend A&E,1,12
35-59,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000201,NHS Leicester Leicestershire and Rutland ICB - 04V,7,Rural,male,0,0,2020/21,Recommended to Attend A&E,86,1344
35-59,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000212,NHS North East and North Cumbria ICB - 13T,6,Urban,male,0,0,2020/21,Recommended to Attend A&E,5,96
35-59,E54000054,NHS West Yorkshire Integrated Care Board,E38000190,NHS West Yorkshire ICB - 03R,5,Urban,female,0,0,2020/21,Ambulance Dispatches,30,516
60-74,E54000061,NHS South Yorkshire Integrated Care Board,E38000141,NHS South Yorkshire ICB - 03L,2,Rural,female,0,0,2020/21,Not Recommended to Attend Other Service,1,12
75+,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000117,NHS Suffolk and North East Essex ICB - 06T,NULL,Rural,female,1,0,2019/20,Recommended to Attend Primary and Community Care,5,60
75+,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,E38000089,NHS Cornwall and the Isles of Scilly ICB - 11N,3,Urban,male,0,1,2019/20,Recommended to Attend Other Service,1,12
35-59,E54000057,NHS Greater Manchester Integrated Care Board,E38000187,NHS Greater Manchester ICB - 02A,NULL,Urban,male,0,1,2021/22,5.26 (Other Service),47,564
0-19,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,2,Urban,male,0,0,2021/22,5.26 (Other Service),131,2304
75+,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,1,Urban,male,0,0,2021/22,Recommended to Attend Other Service,43,948
75+,E54000062,NHS Black Country Integrated Care Board,E38000259,NHS Black Country ICB - D2P2L,2,Urban,male,1,1,2020/21,Recommended to Attend A&E,5,108
35-59,E54000059,NHS Northamptonshire Integrated Care Board,E38000262,NHS Northamptonshire ICB - 78H,2,Rural,female,0,1,2019/20,Not Recommended to Attend Other Service,2,24
20-34,E54000055,NHS Birmingham and Solihull Integrated Care Board,E38000258,NHS Birmingham and Solihull ICB - 15E,9,Rural,female,0,1,2019/20,Ambulance Dispatches,2,36
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,3,Urban,female,0,1,2020/21,Not Recommended to Attend Other Service,53,984
75+,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000079,NHS Hertfordshire and West Essex ICB - 06N,NULL,Rural,male,0,1,2021/22,5.26 (Other Service),34,408
35-59,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,6,Rural,female,0,0,2019/20,Not Recommended to Attend Other Service,2,48
20-34,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,1,Urban,female,0,1,2020/21,5.26 (Other Service),40,768
60-74,E54000027,NHS North West London Integrated Care Board,E38000256,NHS North West London ICB - W2U3Z,8,Urban,female,1,1,2020/21,5.23 (Ambulance),1,12
35-59,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000247,NHS North East and North Cumbria ICB - 16C,5,Urban,female,0,1,2020/21,5.23 (Ambulance),7,144
35-59,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,5,Rural,female,0,0,2019/20,Recommended to Attend Primary and Community Care,681,11892
35-59,E54000054,NHS West Yorkshire Integrated Care Board,E38000254,NHS West Yorkshire ICB - X2C4Y,3,Urban,female,0,0,2020/21,5.23 (Ambulance),202,3480
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,NULL,Rural,male,0,0,2021/22,Ambulance Dispatches,12,144
35-59,E54000061,NHS South Yorkshire Integrated Care Board,E38000141,NHS South Yorkshire ICB - 03L,3,Rural,female,0,1,2020/21,5.26 (Other Service),1,12
75+,E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,E38000231,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,9,Urban,female,0,1,2021/22,NULL,94,1620
20-34,E54000054,NHS West Yorkshire Integrated Care Board,E38000025,NHS West Yorkshire ICB - 02T,8,Urban,female,0,0,2020/21,5.26 (Other Service),17,240
35-59,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,NULL,Urban,female,0,0,2019/20,5.26 (Other Service),35,420
35-59,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000127,NHS North East and North Cumbria ICB - 99C,5,Urban,male,0,1,2021/22,5.26 (Other Service),1,12
0-19,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000161,NHS Cheshire and Merseyside ICB - 01T,3,Urban,male,0,0,2021/22,Recommended to Attend Other Service,34,588
75+,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000194,NHS Cheshire and Merseyside ICB - 02E,10,Rural,female,0,1,2020/21,Ambulance Dispatches,3,72
0-19,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,NULL,Rural,male,0,1,2020/21,5.26 (Other Service),10,120
75+,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000234,NHS North East and North Cumbria ICB - 84H,NULL,Urban,male,0,0,2020/21,5.23 (Ambulance),12,144
0-19,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000122,NHS Humber and North Yorkshire ICB - 03K,NULL,Urban,female,1,1,2021/22,Recommended to Attend Primary and Community Care,9,108
35-59,E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,E38000249,NHS Bedfordshire Luton and Milton Keynes ICB - M1J4Y,2,Urban,male,0,1,2019/20,Recommended to Attend Primary and Community Care,606,12180
35-59,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,1,Urban,female,1,1,2020/21,Recommended to Attend A&E,43,984
75+,E54000026,NHS Mid and South Essex Integrated Care Board,E38000030,NHS Mid and South Essex ICB - 99F,1,Urban,male,0,1,2020/21,Recommended to Attend Other Service,3,72
0-19,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000234,NHS North East and North Cumbria ICB - 84H,7,Rural,male,0,0,2020/21,NULL,2,48
75+,E54000053,NHS Sussex Integrated Care Board,E38000235,NHS Sussex ICB - 97R,4,Urban,NULL,0,0,2019/20,Recommended to Attend Primary and Community Care,2,48
35-59,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,E38000089,NHS Cornwall and the Isles of Scilly ICB - 11N,NULL,Urban,male,1,0,2021/22,Recommended to Attend Primary and Community Care,1,12
20-34,E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,E38000249,NHS Bedfordshire Luton and Milton Keynes ICB - M1J4Y,7,Urban,female,0,0,2021/22,NULL,19,384
20-34,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,10,Rural,female,0,1,2019/20,Recommended to Attend Primary and Community Care,305,5832
60-74,E54000054,NHS West Yorkshire Integrated Care Board,E38000190,NHS West Yorkshire ICB - 03R,9,Rural,male,0,0,2019/20,Recommended to Attend A&E,4,60
0-19,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000241,NHS Humber and North Yorkshire ICB - 42D,2,Urban,male,0,0,2021/22,5.23 (Ambulance),40,876
35-59,E54000022,NHS Norfolk and Waveney Integrated Care Board,E38000239,NHS Norfolk and Waveney ICB - 26A,9,Urban,female,1,1,2019/20,Recommended to Attend A&E,5,84
75+,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000223,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,7,Urban,NULL,0,1,2019/20,Recommended to Attend Other Service,4,60
0-19,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000234,NHS North East and North Cumbria ICB - 84H,5,Rural,female,0,1,2021/22,Recommended to Attend Primary and Community Care,8,120
35-59,E54000030,NHS South East London Integrated Care Board,E38000244,NHS South East London ICB - 72Q,2,Urban,male,0,0,2021/22,Recommended to Attend Other Service,312,5484
20-34,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,8,Rural,male,0,1,2019/20,Recommended to Attend Primary and Community Care,140,2280
0-19,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,10,Rural,female,0,0,2020/21,Not Recommended to Attend Other Service,27,468
60-74,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,7,Urban,female,0,1,2020/21,NULL,1,24
20-34,E54000028,NHS North Central London Integrated Care Board,E38000240,NHS North Central London ICB - 93C,NULL,Urban,male,0,0,2020/21,NULL,812,9744
60-74,E54000059,NHS Northamptonshire Integrated Care Board,E38000262,NHS Northamptonshire ICB - 78H,6,Rural,male,1,1,2021/22,Recommended to Attend Primary and Community Care,3,48
75+,E54000061,NHS South Yorkshire Integrated Care Board,E38000146,NHS South Yorkshire ICB - 03N,2,Urban,male,1,0,2020/21,Recommended to Attend Primary and Community Care,2,24
60-74,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000170,NHS Cheshire and Merseyside ICB - 01V,NULL,Urban,female,0,1,2021/22,Ambulance Dispatches,30,360
20-34,E54000032,NHS Kent and Medway Integrated Care Board,E38000237,NHS Kent and Medway ICB - 91Q,3,Urban,male,0,0,2019/20,Recommended to Attend Primary and Community Care,262,4824
75+,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,7,Urban,male,0,0,2021/22,5.27b (Home Care),5,96
35-59,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000226,NHS Lancashire and South Cumbria ICB - 02M,7,Rural,male,0,0,2020/21,5.23 (Ambulance),14,276
35-59,E54000054,NHS West Yorkshire Integrated Care Board,E38000190,NHS West Yorkshire ICB - 03R,1,Rural,female,0,0,2020/21,5.26 (Other Service),9,180
60-74,E54000034,NHS Frimley Integrated Care Board,E38000252,NHS Frimley ICB - D4U1Y,4,Urban,male,0,1,2019/20,Recommended to Attend Primary and Community Care,107,1740
60-74,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000201,NHS Leicester Leicestershire and Rutland ICB - 04V,1,Urban,male,0,0,2020/21,5.23 (Ambulance),16,384
20-34,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,10,Rural,male,0,1,2021/22,5.26 (Other Service),5,120
35-59,E54000030,NHS South East London Integrated Care Board,E38000244,NHS South East London ICB - 72Q,NULL,Urban,male,0,0,2020/21,Ambulance Dispatches,1104,13248
75+,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,2,Rural,male,0,1,2019/20,Not Recommended to Attend Other Service,3,48
60-74,E54000058,NHS Derby and Derbyshire Integrated Care Board,E38000261,NHS Derby and Derbyshire ICB - 15M,5,Rural,female,0,0,2021/22,Recommended to Attend Other Service,13,228
60-74,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,8,Rural,male,0,0,2019/20,5.26 (Other Service),7,120
0-19,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000176,NHS North East and North Cumbria ICB - 00P,3,Urban,male,0,0,2020/21,Not Recommended to Attend Other Service,11,192
75+,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000233,NHS Cheshire and Merseyside ICB - 27D,5,Rural,male,0,1,2020/21,Recommended to Attend A&E,2,48
75+,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000227,NHS Lancashire and South Cumbria ICB - 01E,10,Urban,female,0,1,2019/20,NULL,14,288
