ICB23CD,ICB23NM,Der_Financial_Year,toa,mh_snomed,attends
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2018/19,16,1,18693
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,4,1,2842
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,18,0,9207
E54000030,NHS South East London Integrated Care Board,2020/21,3,1,4635
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,13,0,2979
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,8,1,460
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,2,0,2308
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,4,1,1613
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,6,0,1315
E54000029,NHS North East London Integrated Care Board,2018/19,10,1,7061
E54000031,NHS South West London Integrated Care Board,2019/20,19,0,10086
E54000064,NHS Sussex Integrated Care Board,2018/19,15,0,1610
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,9,0,281
E54000055,NHS Birmingham and Solihull Integrated Care Board,2017/18,2,0,1052
E54000054,NHS West Yorkshire Integrated Care Board,2017/18,12,0,4385
E54000013,NHS Lincolnshire Integrated Care Board,2018/19,18,1,738
E54000055,NHS Birmingham and Solihull Integrated Care Board,2017/18,11,1,6043
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,12,1,4450
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,15,0,4411
E54000038,NHS Somerset Integrated Care Board,2021/22,21,0,210
E54000064,NHS Sussex Integrated Care Board,2020/21,3,1,172
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,2,1,71
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,7,1,12354
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,16,1,13597
E54000062,NHS Black Country Integrated Care Board,2021/22,19,0,486
E54000030,NHS South East London Integrated Care Board,2020/21,11,1,26217
E54000061,NHS South Yorkshire Integrated Care Board,2017/18,16,1,14465
E54000034,NHS Frimley Integrated Care Board,2018/19,0,0,905
E54000062,NHS Black Country Integrated Care Board,2018/19,3,0,1249
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,19,1,25487
E54000028,NHS North Central London Integrated Care Board,2018/19,11,0,1038
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,22,1,288
E54000028,NHS North Central London Integrated Care Board,2018/19,9,0,1085
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,5,0,5112
E54000031,NHS South West London Integrated Care Board,2021/22,1,0,2719
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,9,1,11186
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,7,1,3230
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,12,1,4437
E54000050,NHS North East and North Cumbria Integrated Care Board,2017/18,19,0,60726
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2017/18,19,0,9441
E54000026,NHS Mid and South Essex Integrated Care Board,2017/18,11,1,14576
E54000064,NHS Sussex Integrated Care Board,2017/18,23,1,4604
E54000043,NHS Gloucestershire Integrated Care Board,2017/18,0,0,655
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,14,0,25094
E54000054,NHS West Yorkshire Integrated Care Board,2018/19,18,1,42944
E54000031,NHS South West London Integrated Care Board,2020/21,18,1,12236
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,6,0,14872
E54000034,NHS Frimley Integrated Care Board,2017/18,12,1,7028
E54000063,NHS Surrey Heartlands Integrated Care Board,2018/19,1,0,502
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,4,0,526
E54000028,NHS North Central London Integrated Care Board,2021/22,2,1,546
E54000029,NHS North East London Integrated Care Board,2018/19,1,1,1718
E54000038,NHS Somerset Integrated Care Board,2018/19,2,1,858
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,5,1,99
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,17,1,8064
E54000057,NHS Greater Manchester Integrated Care Board,2017/18,0,1,1199
E54000029,NHS North East London Integrated Care Board,2020/21,1,1,5928
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,22,1,11510
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,10,0,24622
E54000030,NHS South East London Integrated Care Board,2017/18,9,0,3868
E54000031,NHS South West London Integrated Care Board,2020/21,7,0,4010
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,11,1,9814
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,13,1,2559
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,13,0,8427
E54000029,NHS North East London Integrated Care Board,2020/21,5,0,3248
E54000064,NHS Sussex Integrated Care Board,2019/20,13,1,1017
E54000034,NHS Frimley Integrated Care Board,2021/22,21,1,5987
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2018/19,12,1,3310
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,10,0,5944
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,2,0,3230
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2017/18,13,0,2378
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2017/18,15,0,7431
E54000034,NHS Frimley Integrated Care Board,2018/19,11,1,7625
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,8,0,11322
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,12,0,4938
E54000038,NHS Somerset Integrated Care Board,2018/19,17,0,1648
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,20,0,31638
E54000028,NHS North Central London Integrated Care Board,2020/21,18,1,2550
E54000061,NHS South Yorkshire Integrated Care Board,2018/19,18,0,3425
E54000063,NHS Surrey Heartlands Integrated Care Board,2017/18,11,1,4953
E54000063,NHS Surrey Heartlands Integrated Care Board,2017/18,9,1,6180
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,10,0,6073
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,22,1,9706
E54000064,NHS Sussex Integrated Care Board,2018/19,12,1,16302
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,20,0,18138
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,6,0,2443
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,12,1,1528
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,12,0,1684
E54000034,NHS Frimley Integrated Care Board,2018/19,9,1,8362
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,22,1,16230
E54000034,NHS Frimley Integrated Care Board,2017/18,5,1,1764
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,14,0,3155
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2017/18,9,0,1690
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,15,0,17751
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,11,0,5492
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,1,0,59
E54000063,NHS Surrey Heartlands Integrated Care Board,2017/18,1,1,1271
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,0,1,10523
E54000037,NHS Devon Integrated Care Board,2018/19,10,1,10597
E54000038,NHS Somerset Integrated Care Board,2018/19,16,1,2616
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,8,0,7267
E54000031,NHS South West London Integrated Care Board,2020/21,23,1,5580
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,16,1,11931
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,23,0,2034
E54000030,NHS South East London Integrated Care Board,2020/21,5,0,2735
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,9,1,28189
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,7,0,2655
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,20,0,23556
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,23,0,4243
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,5,0,2510
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,3,1,1323
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,10,0,9842
E54000054,NHS West Yorkshire Integrated Care Board,2018/19,11,0,5667
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,16,1,17908
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,5,0,641
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,12,1,16054
E54000034,NHS Frimley Integrated Care Board,2021/22,23,0,2574
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,13,0,21355
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,15,0,18590
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,23,0,1319
E54000037,NHS Devon Integrated Care Board,2018/19,12,0,3724
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2018/19,8,0,2679
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,21,1,12630
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,7,0,2198
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,23,1,5838
E54000041,NHS Dorset Integrated Care Board,2021/22,19,0,7304
E54000034,NHS Frimley Integrated Care Board,2019/20,17,0,2751
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,11,1,29977
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,21,0,6916
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,16,1,14446
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,1,0,1331
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,19,1,191
E54000061,NHS South Yorkshire Integrated Care Board,2017/18,18,0,2544
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,19,0,3702
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,8,1,9417
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,23,1,381
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,16,1,3775
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2018/19,16,0,2966
E54000064,NHS Sussex Integrated Care Board,2017/18,19,1,13345
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,8,1,13820
E54000022,NHS Norfolk and Waveney Integrated Care Board,2017/18,20,0,1852
E54000029,NHS North East London Integrated Care Board,2017/18,13,1,1246
E54000043,NHS Gloucestershire Integrated Care Board,2017/18,22,0,991
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,2,1,1508
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,14,0,8870
E54000062,NHS Black Country Integrated Care Board,2021/22,10,1,1114
E54000041,NHS Dorset Integrated Care Board,2019/20,21,0,2293
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,22,0,17619
E54000027,NHS North West London Integrated Care Board,2019/20,2,1,6701
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2018/19,22,1,312
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,1,1,6255
E54000038,NHS Somerset Integrated Care Board,2021/22,13,1,344
E54000032,NHS Kent and Medway Integrated Care Board,2018/19,15,1,11631
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,5,0,1886
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2017/18,8,0,1929
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2018/19,11,0,8724
E54000031,NHS South West London Integrated Care Board,2018/19,21,1,9303
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,9,1,253
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2017/18,14,0,1025
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,20,1,1056
E54000027,NHS North West London Integrated Care Board,2019/20,21,0,10511
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2018/19,10,1,24351
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,16,1,13689
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,2,0,916
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,18,0,21783
E54000050,NHS North East and North Cumbria Integrated Care Board,2017/18,12,1,847
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,11,0,9952
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,18,0,2682
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,12,0,158
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2017/18,12,1,20900
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,10,1,26944
E54000029,NHS North East London Integrated Care Board,2020/21,22,1,14215
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,13,1,17403
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,1,1,4368
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,7,1,8356
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2018/19,18,1,2340
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2018/19,0,0,198
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,19,0,10427
E54000031,NHS South West London Integrated Care Board,2019/20,4,0,1811
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,15,1,13364
E54000031,NHS South West London Integrated Care Board,2017/18,14,0,5396
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2018/19,9,0,10008
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,12,1,1733
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,11,1,295
E54000038,NHS Somerset Integrated Care Board,2018/19,10,0,1806
E54000034,NHS Frimley Integrated Care Board,2019/20,21,1,7229
E54000062,NHS Black Country Integrated Care Board,2019/20,1,0,3423
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,17,1,1819
E54000026,NHS Mid and South Essex Integrated Care Board,2017/18,3,1,2747
E54000037,NHS Devon Integrated Care Board,2019/20,20,1,6265
E54000031,NHS South West London Integrated Care Board,2021/22,13,1,12966
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,2,0,1146
E54000026,NHS Mid and South Essex Integrated Care Board,2017/18,0,1,6526
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,17,0,2054
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2017/18,1,1,497
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2018/19,14,0,4361
E54000037,NHS Devon Integrated Care Board,2017/18,5,1,2147
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,4,0,104
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,22,1,4841
E54000026,NHS Mid and South Essex Integrated Care Board,2017/18,5,0,522
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,8,1,598
E54000038,NHS Somerset Integrated Care Board,2019/20,4,0,85
E54000029,NHS North East London Integrated Care Board,2017/18,7,1,607
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2017/18,15,1,3997
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,20,0,5334
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,8,0,4414
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2017/18,13,1,3377
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2017/18,18,0,993
E54000059,NHS Northamptonshire Integrated Care Board,2018/19,14,1,575
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,23,0,6646
E54000030,NHS South East London Integrated Care Board,2020/21,22,1,14144
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,19,1,9404
E54000062,NHS Black Country Integrated Care Board,2020/21,1,0,2225
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,22,1,4375
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,13,1,3941
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,14,0,4934
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,16,0,4048
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,6,1,8389
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2017/18,5,0,836
E54000062,NHS Black Country Integrated Care Board,2018/19,7,0,2139
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,5,1,4359
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,23,0,2256
