ICB23CD,ICB23NM,Der_Financial_Year,toa,mh_snomed,attends
E54000038,NHS Somerset Integrated Care Board,2020/21,16,0,242
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,15,1,6499
NULL,NULL,2020/21,15,0,1
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,2,1,3893
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,13,1,332
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,23,0,101
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,9,0,5416
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,15,0,3020
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,16,1,13410
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,20,1,3826
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,0,0,9834
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,1,0,4342
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,1,1,5449
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,22,1,4564
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,8,0,6843
E54000027,NHS North West London Integrated Care Board,2019/20,0,0,5177
E54000038,NHS Somerset Integrated Care Board,2017/18,4,0,752
E54000037,NHS Devon Integrated Care Board,2019/20,19,0,3082
E54000054,NHS West Yorkshire Integrated Care Board,2018/19,10,1,35396
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2017/18,14,0,699
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,13,0,2480
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,12,1,856
E54000027,NHS North West London Integrated Care Board,2018/19,6,0,1917
E54000055,NHS Birmingham and Solihull Integrated Care Board,2018/19,11,0,4571
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,8,1,14150
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,13,1,389
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,2,0,1213
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,21,0,2258
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,21,0,26235
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,6,1,6132
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,2,1,1713
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,10,1,10477
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2018/19,21,1,3320
E54000037,NHS Devon Integrated Care Board,2018/19,16,1,7493
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,2,1,5549
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,15,1,15788
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,19,0,19122
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,23,1,554
E54000062,NHS Black Country Integrated Care Board,2018/19,11,1,8432
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2017/18,6,1,2139
E54000028,NHS North Central London Integrated Care Board,2021/22,14,1,2823
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,7,1,587
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,19,0,55363
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,13,1,5250
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,20,1,1255
E54000032,NHS Kent and Medway Integrated Care Board,2017/18,7,1,7133
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,21,1,876
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2017/18,14,1,18096
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2017/18,6,1,535
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,22,0,2567
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,13,0,3566
E54000064,NHS Sussex Integrated Care Board,2020/21,15,0,888
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,3,1,122
E54000029,NHS North East London Integrated Care Board,2020/21,13,0,19332
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,13,0,4923
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,20,0,29279
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,19,1,6251
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,16,1,489
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2017/18,1,1,3007
E54000034,NHS Frimley Integrated Care Board,2017/18,11,1,7506
E54000031,NHS South West London Integrated Care Board,2021/22,6,1,4155
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,6,0,2011
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,21,1,604
E54000037,NHS Devon Integrated Care Board,2020/21,11,1,665
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,10,1,5025
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,1,1,160
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2018/19,2,1,1896
E54000059,NHS Northamptonshire Integrated Care Board,2018/19,2,1,146
E54000038,NHS Somerset Integrated Care Board,2017/18,2,1,1008
E54000034,NHS Frimley Integrated Care Board,2017/18,0,0,1072
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,12,0,47951
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,14,1,5631
E54000041,NHS Dorset Integrated Care Board,2017/18,13,1,8441
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,20,0,7130
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2018/19,0,1,1139
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,18,1,10473
E54000037,NHS Devon Integrated Care Board,2018/19,9,1,11048
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2017/18,23,0,2147
E54000027,NHS North West London Integrated Care Board,2018/19,6,1,6650
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,8,0,11630
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,22,1,6967
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,23,0,11711
E54000063,NHS Surrey Heartlands Integrated Care Board,2018/19,16,0,1350
E54000064,NHS Sussex Integrated Care Board,2017/18,8,0,599
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,13,1,26214
E54000061,NHS South Yorkshire Integrated Care Board,2018/19,23,1,7038
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,12,1,1030
E54000064,NHS Sussex Integrated Care Board,2020/21,23,0,352
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,16,0,21488
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,21,0,22786
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,15,1,13268
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,8,1,15308
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,5,0,68
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2017/18,21,0,23897
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,14,1,4228
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,16,0,3856
E54000029,NHS North East London Integrated Care Board,2021/22,2,0,3926
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,0,1,6625
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,4,1,1475
E54000057,NHS Greater Manchester Integrated Care Board,2017/18,12,0,25616
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2018/19,22,0,2808
E54000037,NHS Devon Integrated Care Board,2017/18,18,0,5842
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2017/18,12,1,3582
E54000030,NHS South East London Integrated Care Board,2019/20,17,1,19265
E54000029,NHS North East London Integrated Care Board,2018/19,10,0,3258
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,4,1,488
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2017/18,1,1,1391
E54000064,NHS Sussex Integrated Care Board,2021/22,17,1,931
E54000028,NHS North Central London Integrated Care Board,2018/19,14,1,2150
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,2,1,228
E54000041,NHS Dorset Integrated Care Board,2019/20,14,1,7281
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,15,0,4074
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,1,0,9949
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,10,0,28626
E54000034,NHS Frimley Integrated Care Board,2017/18,11,0,2007
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,18,1,6957
E54000064,NHS Sussex Integrated Care Board,2018/19,17,1,16381
E54000030,NHS South East London Integrated Care Board,2021/22,13,0,16601
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,0,1,162
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,23,1,3968
E54000027,NHS North West London Integrated Care Board,2017/18,22,0,8549
E54000038,NHS Somerset Integrated Care Board,2017/18,7,1,2668
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,2,1,5110
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,4,1,678
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,1,0,5290
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,1,0,63
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,11,1,1436
E54000031,NHS South West London Integrated Care Board,2019/20,7,0,3917
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,23,1,445
E54000063,NHS Surrey Heartlands Integrated Care Board,2018/19,21,0,1385
E54000043,NHS Gloucestershire Integrated Care Board,2018/19,21,0,2480
E54000043,NHS Gloucestershire Integrated Care Board,2017/18,7,1,2145
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,17,1,1188
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2017/18,6,0,214
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,23,1,8417
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2017/18,21,0,20066
E54000041,NHS Dorset Integrated Care Board,2017/18,13,0,1500
E54000041,NHS Dorset Integrated Care Board,2020/21,11,0,8458
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,9,0,3838
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,15,0,34187
E54000038,NHS Somerset Integrated Care Board,2020/21,7,1,182
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,12,1,13229
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,6,0,2423
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,2,1,752
E54000030,NHS South East London Integrated Care Board,2018/19,14,0,4734
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2018/19,14,0,1573
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,9,0,4035
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,1,0,726
E54000029,NHS North East London Integrated Care Board,2018/19,13,0,2865
E54000037,NHS Devon Integrated Care Board,2021/22,18,0,362
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,1,0,2340
E54000013,NHS Lincolnshire Integrated Care Board,2018/19,20,1,588
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,12,0,644
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,12,1,15004
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2018/19,9,0,3442
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,21,0,3882
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,18,1,284
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,6,1,226
E54000037,NHS Devon Integrated Care Board,2017/18,19,0,5699
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,16,0,4904
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,5,0,3688
E54000027,NHS North West London Integrated Care Board,2019/20,4,0,2692
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,4,1,112
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,9,1,19434
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,7,0,1461
E54000062,NHS Black Country Integrated Care Board,2018/19,20,1,9456
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,16,1,8069
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,17,1,863
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,19,0,9027
E54000061,NHS South Yorkshire Integrated Care Board,2017/18,14,0,2040
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,21,1,492
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,18,1,24395
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,20,0,19664
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,17,0,15284
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,4,1,1560
E54000062,NHS Black Country Integrated Care Board,2020/21,16,1,13794
E54000038,NHS Somerset Integrated Care Board,2018/19,19,0,2381
E54000034,NHS Frimley Integrated Care Board,2020/21,20,0,3605
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,9,1,19818
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2018/19,4,0,1635
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,12,1,5334
E54000059,NHS Northamptonshire Integrated Care Board,2018/19,7,1,455
E54000037,NHS Devon Integrated Care Board,2020/21,5,1,81
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,4,0,568
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2017/18,1,0,269
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,1,1,3730
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,5,1,71
E54000030,NHS South East London Integrated Care Board,2021/22,19,1,22400
E54000057,NHS Greater Manchester Integrated Care Board,2017/18,15,1,519
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,14,0,8605
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,18,1,9045
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2017/18,13,0,1510
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,2,1,939
E54000031,NHS South West London Integrated Care Board,2020/21,9,1,12166
E54000022,NHS Norfolk and Waveney Integrated Care Board,2017/18,10,0,1367
E54000034,NHS Frimley Integrated Care Board,2020/21,1,1,1939
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,8,1,8988
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2017/18,1,1,1359
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,9,1,1233
E54000030,NHS South East London Integrated Care Board,2018/19,15,0,4614
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,10,1,22078
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2018/19,9,1,599
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,11,1,6004
E54000034,NHS Frimley Integrated Care Board,2018/19,3,0,516
E54000034,NHS Frimley Integrated Care Board,2019/20,12,0,2694
E54000032,NHS Kent and Medway Integrated Care Board,2017/18,4,0,261
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,21,0,5738
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,5,1,1928
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2018/19,2,1,116
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2017/18,5,0,189
E54000062,NHS Black Country Integrated Care Board,2019/20,7,1,2295
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,5,0,2632
E54000041,NHS Dorset Integrated Care Board,2017/18,19,1,12384
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,11,0,279
E54000064,NHS Sussex Integrated Care Board,2018/19,13,1,15709
E54000041,NHS Dorset Integrated Care Board,2021/22,0,1,1025
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2018/19,20,1,4168
E54000030,NHS South East London Integrated Care Board,2021/22,18,0,14740
E54000038,NHS Somerset Integrated Care Board,2020/21,7,0,153
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,22,0,2186
E54000028,NHS North Central London Integrated Care Board,2017/18,6,1,257
E54000030,NHS South East London Integrated Care Board,2018/19,4,0,1289
E54000030,NHS South East London Integrated Care Board,2018/19,14,1,8810
E54000031,NHS South West London Integrated Care Board,2021/22,4,1,2511
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,21,0,3927
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,22,1,640
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,19,1,5643
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,19,1,8136
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,18,0,8102
E54000037,NHS Devon Integrated Care Board,2020/21,10,1,648
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2017/18,4,0,2817
E54000027,NHS North West London Integrated Care Board,2017/18,11,0,9435
E54000038,NHS Somerset Integrated Care Board,2018/19,19,1,4162
E54000041,NHS Dorset Integrated Care Board,2019/20,21,1,7743
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2017/18,5,1,1485
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,19,1,18091
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,6,1,4284
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,4,1,692
E54000031,NHS South West London Integrated Care Board,2020/21,8,1,9965
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,20,0,4622
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,18,1,4321
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,1,0,111
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,13,1,17013
E54000034,NHS Frimley Integrated Care Board,2018/19,3,1,1553
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,20,1,3649
E54000063,NHS Surrey Heartlands Integrated Care Board,2017/18,21,1,4533
E54000034,NHS Frimley Integrated Care Board,2018/19,21,1,7410
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,2,1,1707
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,21,0,2581
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,16,1,6019
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2018/19,6,0,1714
E54000026,NHS Mid and South Essex Integrated Care Board,2017/18,14,1,12151
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2018/19,1,0,166
E54000029,NHS North East London Integrated Care Board,2020/21,12,1,26107
E54000030,NHS South East London Integrated Care Board,2021/22,10,1,28784
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,2,1,3507
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,23,0,13183
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,14,1,7687
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,17,0,9803
E54000037,NHS Devon Integrated Care Board,2020/21,22,0,181
E54000028,NHS North Central London Integrated Care Board,2021/22,12,1,3070
E54000064,NHS Sussex Integrated Care Board,2017/18,11,0,748
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,7,1,135
E54000030,NHS South East London Integrated Care Board,2019/20,22,0,7201
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,11,0,160
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,18,1,1109
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,7,1,482
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,23,1,13057
E54000041,NHS Dorset Integrated Care Board,2021/22,12,0,8400
E54000041,NHS Dorset Integrated Care Board,2019/20,16,1,7007
E54000013,NHS Lincolnshire Integrated Care Board,2018/19,15,1,475
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,18,1,15666
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,9,0,2377
E54000063,NHS Surrey Heartlands Integrated Care Board,2018/19,5,1,2135
E54000058,NHS Derby and Derbyshire Integrated Care Board,2018/19,0,1,205
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,12,0,3910
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,5,0,5034
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,2,0,4457
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,6,0,2201
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,4,1,660
E54000059,NHS Northamptonshire Integrated Care Board,2017/18,0,1,766
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,22,1,555
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,2,0,1276
E54000030,NHS South East London Integrated Care Board,2020/21,9,0,16519
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2018/19,15,1,7502
E54000038,NHS Somerset Integrated Care Board,2018/19,21,0,1994
E54000028,NHS North Central London Integrated Care Board,2018/19,11,1,2349
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,11,1,8561
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,3,0,6030
E54000029,NHS North East London Integrated Care Board,2017/18,3,0,2181
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,5,1,759
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,19,0,7147
E54000050,NHS North East and North Cumbria Integrated Care Board,2017/18,3,0,10792
E54000030,NHS South East London Integrated Care Board,2020/21,11,0,16568
E54000031,NHS South West London Integrated Care Board,2018/19,13,0,5829
E54000028,NHS North Central London Integrated Care Board,2018/19,9,1,2383
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,6,0,1379
E54000064,NHS Sussex Integrated Care Board,2020/21,20,1,969
E54000029,NHS North East London Integrated Care Board,2020/21,5,1,4265
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,22,0,6132
E54000064,NHS Sussex Integrated Care Board,2017/18,17,0,723
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,6,0,1015
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,10,0,3642
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,8,0,4247
E54000062,NHS Black Country Integrated Care Board,2018/19,23,0,3064
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,0,1,352
E54000037,NHS Devon Integrated Care Board,2019/20,8,1,5915
E54000032,NHS Kent and Medway Integrated Care Board,2017/18,5,0,220
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,0,0,181
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,10,0,2274
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,7,0,4524
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,18,0,10122
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2017/18,1,0,1243
E54000064,NHS Sussex Integrated Care Board,2019/20,23,1,474
NULL,NULL,2021/22,23,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2017/18,1,1,3507
E54000034,NHS Frimley Integrated Care Board,2017/18,9,0,2138
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,20,1,738
E54000059,NHS Northamptonshire Integrated Care Board,2018/19,15,0,8101
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2018/19,6,1,600
E54000063,NHS Surrey Heartlands Integrated Care Board,2017/18,11,0,888
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,7,1,9862
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2018/19,0,1,3890
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,7,0,1600
E54000063,NHS Surrey Heartlands Integrated Care Board,2017/18,9,0,916
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,20,1,661
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,7,1,585
E54000054,NHS West Yorkshire Integrated Care Board,2018/19,20,0,5596
E54000026,NHS Mid and South Essex Integrated Care Board,2018/19,1,0,1058
E54000031,NHS South West London Integrated Care Board,2021/22,9,1,15454
E54000062,NHS Black Country Integrated Care Board,2018/19,8,0,3435
E54000029,NHS North East London Integrated Care Board,2017/18,11,1,1392
E54000037,NHS Devon Integrated Care Board,2017/18,11,0,3829
E54000027,NHS North West London Integrated Care Board,2018/19,9,0,6711
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,14,0,23019
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,12,0,13637
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,6,1,161
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,5,0,584
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,13,1,26164
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,4,1,121
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,8,1,1258
E54000026,NHS Mid and South Essex Integrated Care Board,2018/19,22,0,2406
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,1,1,1855
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,12,1,10335
E54000026,NHS Mid and South Essex Integrated Care Board,2017/18,7,1,10048
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,22,1,4348
E54000037,NHS Devon Integrated Care Board,2017/18,9,0,3762
E54000030,NHS South East London Integrated Care Board,2021/22,6,1,7431
E54000034,NHS Frimley Integrated Care Board,2018/19,10,1,8193
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,20,1,22876
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,12,1,7193
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,4,1,36
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,3,1,48
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,5,0,42
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2017/18,22,1,4687
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,11,1,19892
E54000055,NHS Birmingham and Solihull Integrated Care Board,2017/18,9,1,6249
E54000038,NHS Somerset Integrated Care Board,2018/19,22,0,1733
E54000027,NHS North West London Integrated Care Board,2021/22,3,1,2920
E54000031,NHS South West London Integrated Care Board,2018/19,13,1,9257
E54000022,NHS Norfolk and Waveney Integrated Care Board,2018/19,4,1,2677
E54000030,NHS South East London Integrated Care Board,2017/18,14,1,4193
E54000050,NHS North East and North Cumbria Integrated Care Board,2017/18,22,1,457
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,7,0,15881
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,22,0,1357
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,10,1,17157
E54000037,NHS Devon Integrated Care Board,2018/19,7,0,2509
